code,subject,terms,name,prereqs,postreqs
BIOL 0400,BIOL,"['201810', '201710', '201610']",Biological Design: Structural Architecture of Organisms,[],[]
BIOL 0455,BIOL,"['201810', '201710', '201610']",Coastal Ecology and Conservation,[],[]
BIOL 0060,BIOL,"['201800', '201700']",Introduction to Human Physiology,[],[]
BIOL 0140A,BIOL,"['201720', '201620']",Topics in Science Communications: Science Journalism Practicum,[],[]
BIOL 1920D,BIOL,['201720'],"Race, Difference and Biomedical Research: Historical Considerations",[],[]
BIOL 2121,BIOL,"['201720', '201620']",The Biochemistry of Signaling and Regulation from Prokaryotes to Eukaryotes,[],[]
BIOL 2125,BIOL,"['201720', '201710', '201620']","Bioinformatics for Evidence to Improve the Discovery, Development and Use of Medicines",[],[]
BIOL 0140C,BIOL,"['201710', '201610']",Communicating Science: Animating Science,[],[]
BIOL 0940C,BIOL,['201620'],Sophomore Seminar: Insect Biology,[],[]
BIOL 1190,BIOL,['201620'],Synaptic Transmission and Plasticity,[],[]
BIOL 1920B,BIOL,['201620'],Health Inequality in Historical Perspective,[],[]
BIOL 2920D,BIOL,['201620'],Environmental Technologies and Human Health,[],[]
PHP 0060,PHP,"['202110', '202020']",Complexities and Challenges of Global Health,[],[]
PHP 0200,PHP,['202110'],Perspectives in World Health,[],[]
PHP 0310,PHP,"['202110', '202020', '201920', '201820', '201720', '201620']",Health Care in the United States,[],[]
PHP 0850,PHP,"['202110', '202010', '201910', '201810', '201710', '201610']",Fundamentals of Epidemiology,[],[]
PHP 1070,PHP,"['202110', '202010', '201910', '201810', '201710', '201610']",Global Burden of Disease,[],[]
PHP 1100,PHP,"['202110', '202010', '201910', '201810', '201710', '201610']",Comparative Health Care Systems,[],[]
PHP 1300,PHP,['202110'],Parenting Behaviors and Child Health,[],[]
PHP 1501,PHP,"['202110', '202010', '201910', '201810', '201710', '201610']",Essentials of Data Analysis,[],[]
PHP 1510,PHP,"['202110', '202010', '201910', '201810', '201710']",Principles of Biostatistics and Data Analysis,[],[]
PHP 1540,PHP,"['202110', '201910', '201710']",Alcohol Use and Misuse,[],[]
PHP 1560,PHP,"['202110', '202010', '201910', '201810', '201710']",Statistical Programming in R,[],[]
PHP 1680I,PHP,"['202110', '202010', '201910', '201810', '201710', '201610']","Pathology to Power:  Disability, Health and Community",[],[]
PHP 1690,PHP,"['202110', '202010']",Technology and Health Behavior Change,[],[]
PHP 1700,PHP,"['202110', '202010', '201910', '201810', '201710', '201610']",Current Topics in Environmental Health,[],[]
PHP 1802S,PHP,"['202110', '201920', '201720']",Human Security and Humanitarian Response:  Increasing Effectiveness and Accountability,[],[]
PHP 1880,PHP,"['202110', '202010', '201910', '201720']","Meditation, Mindfulness and Health",[],[]
PHP 1890,PHP,"['202110', '202010', '201910', '201820']",The Craving Mind,[],[]
PHP 1900,PHP,"['202110', '202010', '201920', '201820', '201720', '201620']",Epidemiology of Disorders and Diseases of Childhood and Young Adulthood,[],[]
PHP 1910,PHP,"['202110', '202010', '201910', '201810', '201710', '201610']",Public Health Senior Seminar,[],[]
PHP 1920,PHP,"['202110', '202010', '201920', '201810', '201620']",Social Determinants of Health,[],[]
PHP 2015,PHP,['202110'],Foundations of Spatial Analysis in Public Health,[],[]
PHP 2023,PHP,"['202110', '202010', '201910']",Maternal and Child Health in the United States,[],[]
PHP 2030,PHP,"['202110', '202010', '201910', '201810', '201710', '201610']",Clinical Trials Methodology,[],[]
PHP 2060,PHP,"['202110', '202020', '202010', '201920', '201820', '201720', '201620']",Qualitative Methods in Health Research,[],[]
PHP 2072,PHP,"['202110', '202010', '201910']","Applied Public Health: Policy, leadership and communication",[],[]
PHP 2090,PHP,"['202110', '202010', '201910', '201810', '201710', '201610']",Research Grant Writing for Public Health,[],[]
PHP 2120,PHP,"['202110', '202010', '201910', '201810', '201710', '201610']",Introduction to Methods in Epidemiologic Research,[],[]
PHP 2150,PHP,"['202110', '202010', '201910', '201810', '201710', '201610']",Foundations in Epidemiologic Research Methods,[],[]
PHP 2220F,PHP,"['202110', '202010']",Reproductive and Perinatal Epidemiology,[],[]
PHP 2235,PHP,['202110'],Pandemics in Global Perspective: From HIV/AIDS to COVID-19,[],[]
PHP 2250,PHP,"['202110', '202010', '201910', '201810', '201710', '201610']",Advanced Quantitative Methods in Epidemiologic Research,[],[]
PHP 2260,PHP,"['202110', '202010', '201920', '201720']",Applied Epidemiologic Data Analysis,[],[]
PHP 2300,PHP,"['202110', '202010', '201910', '201810', '201710']",Research Methods in Behavioral Science,[],[]
PHP 2325,PHP,"['202110', '201910', '201810', '201710', '201610']","Place Matters: Exploring Community-Level Contexts on Health Behaviors, Outcomes and Disparities",[],[]
PHP 2340,PHP,"['202110', '202010', '201910', '201810', '201710', '201610']",Behavioral and Social Science Theory for Health Promotion,[],[]
PHP 2355,PHP,"['202110', '202020', '202010', '201920', '201910', '201820', '201810']",Designing and Evaluating Public Health Interventions,[],[]
PHP 2370,PHP,"['202110', '201910', '201710']",Etiology of Substance Use Disorders,[],[]
PHP 2410E,PHP,"['202110', '202010', '201910', '201810', '201710', '201610']",Medicare: A Data Based Policy Examination,[],[]
PHP 2445,PHP,"['202110', '201910', '201710']",Minding the Gap: The U.S. Healthcare Safety Net,[],[]
PHP 2450,PHP,"['202110', '202010', '201910', '201810', '201710', '201610']",Measuring and Improving the Quality of Health Care,[],[]
PHP 2455A,PHP,"['202110', '202010', '201910', '201810', '201710', '201610']",Health Services Research Methods I,[],[]
PHP 2465A,PHP,"['202110', '202010', '201910', '201810', '201710']",Introduction to Health Decision Analysis,[],[]
PHP 2470,PHP,"['202110', '202020', '201920', '201820', '201810', '201720', '201620']","Topics in Clinical, Translational and Health Services Research",[],[]
PHP 2507,PHP,"['202110', '202010', '201910', '201810', '201710', '201610']",Biostatistics and Applied Data Analysis I,[],[]
PHP 2510,PHP,"['202110', '202010', '201910', '201810', '201710', '201610']",Principles of Biostatistics and Data Analysis,[],[]
PHP 2514,PHP,"['202110', '202010', '201920', '201820', '201720', '201620']",Applied Generalized Linear Models,[],[]
PHP 2515,PHP,"['202110', '202010', '201910', '201810', '201710', '201610']",Fundamentals of Probability and Statistical Inference,[],[]
PHP 2520,PHP,"['202110', '202010', '201910', '201810', '201710', '201610']",Statistical Inference I,[],[]
PHP 2550,PHP,"['202110', '202010', '201910', '201810', '201710', '201610']",Practical Data Analysis,[],[]
PHP 2560,PHP,"['202110', '202010', '201910', '201810', '201710', '201620', '201610']",Statistical Programming with R,[],[]
PHP 2601,PHP,"['202110', '202010', '201910', '201810', '201710', '201610']",Linear Models,[],[]
PHP 2610,PHP,"['202110', '202010', '201910', '201810', '201610']",Causal Inference and Missing Data,[],[]
PHP 2710,PHP,"['202110', '202010', '201910', '201810']",Interdisciplinary Perspectives on Disability and Death in the Global South,[],[]
PHP 2720,PHP,"['202110', '202010', '201920', '201820']",Implementing Public Health Programs and Interventions in the Global South,[],[]
PHP 2760,PHP,"['202110', '202010', '201910']",Critical Perspectives in Global Health,[],[]
PHP 2950,PHP,"['202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Doctoral Seminar in Public Health,[],[]
PHP 2990,PHP,"['202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Thesis Preparation,[],[]
PHP 0320,PHP,"['202100', '201910', '201810', '201710', '201610']",Introduction to Public Health,[],[]
PHP 0330,PHP,['202100'],Public Health Policy,[],[]
PHP 0400,PHP,['202100'],"Intro. to Health Disparities & Making Connection btw Structure, Social Determinants&Health Equity",[],[]
PHP 1101,PHP,"['202100', '202000', '201900', '201700']","World of Food: Personal to Global Perspectives on Nutrition, Agriculture and Policy",[],[]
PHP 0320C,PHP,['202020'],Introduction to Public Health,[],[]
PHP 0700,PHP,['202020'],Global Public Health Interventions,[],[]
PHP 0720,PHP,['202020'],Public Health and the Environment,[],[]
PHP 1511,PHP,"['202020', '201920', '201820', '201720']",Applied Regression Analysis,[],[]
PHP 1600,PHP,"['202020', '201920', '201820', '201720']","Obesity in the 21st Century: Causes, Consequences and Countermeasures",[],[]
PHP 1650,PHP,['202020'],"Race, Racism and Health",[],[]
PHP 1680U,PHP,"['202020', '201920', '201820', '201720']",Intersectionality and Health Inequities,[],[]
PHP 1820,PHP,"['202020', '201920', '201820']",Designing Education for Better Prisoner and Community Health,[],[]
PHP 1854,PHP,"['202020', '201920', '201820', '201710', '201620']",The Epidemiology and Control of Infectious Diseases,[],[]
PHP 1885,PHP,"['202020', '201920']",Measuring Mindfulness,[],[]
PHP 1895,PHP,['202020'],Mindfulness Epidemiology,[],[]
PHP 1950,PHP,['202020'],Adolescent and Young Adult Health,[],[]
PHP 2018,PHP,"['202020', '201920', '201810', '201620']",Epidemiology of Cardio-Metabolic Health,[],[]
PHP 2024,PHP,['202020'],Engaged Scholarship in Maternal and Child Health,[],[]
PHP 2040,PHP,"['202020', '201920', '201820', '201720', '201620']",Survey Research Methods,[],[]
PHP 2071,PHP,"['202020', '201920', '201820']",Applied Public Health: Systems and Practice,[],[]
PHP 2130,PHP,"['202020', '201920', '201820', '201720', '201620']",Human Biology for Public Health,[],[]
PHP 2180,PHP,"['202020', '201920', '201820', '201720', '201620']",Interpretation and Application of Epidemiology,[],[]
PHP 2200,PHP,"['202020', '201920', '201820', '201720', '201620']",Intermediate Methods in Epidemiologic Research,[],[]
PHP 2220E,PHP,"['202020', '201920', '201820', '201720', '201620']",Topics in Environmental and Occupational Epidemiology,[],[]
PHP 2330,PHP,"['202020', '201720']",Behavioral and Social Approaches to HIV Prevention,[],[]
PHP 2360,PHP,"['202020', '201920', '201820', '201720', '201620']","Developing + Testing Theory-Driven, Evidence Based Psychosocial and Behavioral Health Interventions",[],[]
PHP 2380,PHP,"['202020', '201920', '201820', '201720', '201620']",Health Communication,[],[]
PHP 2400,PHP,"['202020', '201920', '201820', '201720', '201620']","The U.S. Health Care System: Case Studies in Financing, Delivery, Regulation and Public Health",[],[]
PHP 2415,PHP,"['202020', '201920', '201820', '201720', '201620']",Introduction to Evidence-based Medicine,[],[]
PHP 2440,PHP,"['202020', '201820', '201720', '201620']",Introduction to Pharmacoepidemiology,[],[]
PHP 2455B,PHP,"['202020', '201920', '201820', '201720', '201620']",Health Services Research Methods II,[],[]
PHP 2508,PHP,"['202020', '201920', '201820', '201720', '201620']",BioStatistics and Data Analysis II,[],[]
PHP 2511,PHP,"['202020', '201920', '201820', '201720', '201620']",Applied Regression Analysis,[],[]
PHP 2516,PHP,"['202020', '201920', '201810']",Applied Longitudinal Data Analysis,[],[]
PHP 2517,PHP,"['202020', '201920', '201820']",Applied Multilevel Data Analysis,[],[]
PHP 2530,PHP,"['202020', '201920', '201820', '201720', '201620']",Bayesian Statistical Methods,[],[]
PHP 2561,PHP,"['202020', '201920', '201820', '201720', '201620']",Methods in Informatics and Data Science for Health,[],[]
PHP 2580,PHP,"['202020', '201920', '201820', '201720', '201620']",Statistical Inference II,[],[]
PHP 2605,PHP,"['202020', '201920', '201820', '201720', '201620']",Generalized Linear Models,[],[]
PHP 2620,PHP,"['202020', '201920', '201720', '201620']","Statistical Methods in Bioinformatics, I",[],[]
PHP 2650,PHP,"['202020', '201920', '201820', '201720', '201620']",Statistical Learning and Big Data,[],[]
PHP 2730,PHP,"['202020', '201910', '201810']",Including the Excluded: Global Health Ethics,[],[]
PHP 2740,PHP,"['202020', '201920', '201820']",Learning Global Health by Doing Global Health: Global Health Thesis Seminar,[],[]
PHP 0650,PHP,"['202010', '201910']",From Manufacturer to Patient:  Why is the Cost of Prescription Drugs So Darn High?,[],[]
PHP 1964,PHP,"['202010', '201910', '201720', '201620']",Cancer Epidemiology and Prevention,[],[]
PHP 2220B,PHP,"['202010', '201820']",Nutritional Epidemiology,[],[]
PHP 2361,PHP,"['202010', '201810', '201610']",Proseminar in Health Behavior Intervention Research,[],[]
PHP 2371,PHP,"['202010', '201810', '201610']",Psychosocial and Pharmacologic Treatment of Substance Use Disorders,[],[]
PHP 2602,PHP,"['202010', '201920', '201810', '201710', '201610']",Analysis of Lifetime Data,[],[]
PHP 2690A,PHP,['202010'],Advanced Topics in Biostatistics,[],[]
PHP 1010,PHP,"['202000', '201900', '201800', '201700']",Doctors and Patients- Clinical Communication in Medicine,[],[]
PHP 0030,PHP,"['201920', '201820', '201720', '201620']",Health of Hispaniola,[],[]
PHP 1400,PHP,"['201920', '201820', '201720', '201620']",HIV/AIDS in Africa: A Multidisciplinary Approach to Support HIV/AIDS Care and Treatment Programs,[],[]
PHP 1520,PHP,"['201920', '201820', '201720', '201620']",Emergency Medical Systems: An Anatomy of Critical Performance,[],[]
PHP 1610,PHP,"['201920', '201820', '201720']","Tobacco, Disease and the Industry: cigs, e-cigs and more",[],[]
PHP 2480,PHP,"['201920', '201720']",Selected Topics in Global Health Economics,[],[]
PHP 0050,PHP,"['201910', '201810', '201710']","Pain and the Human Condition: Exploring the Science, Medicine, and Culture of Pain",[],[]
PHP 1710,PHP,"['201910', '201810', '201710', '201610']",Climate Change and Human Health,[],[]
PHP 2065,PHP,"['201910', '201810']",Qualitative Methods: Theoretical and Methodological Frameworks in Health Research,[],[]
PHP 2220D,PHP,"['201910', '201810']",Reproductive Epidemiology,[],[]
PHP 2365,PHP,"['201910', '201820', '201620']",Public Health Issues in LGBT Populations,[],[]
PHP 2390,PHP,"['201910', '201810', '201710', '201610']",Quantitative Methods for Behavioral and Social Sciences Intervention Research,[],[]
PHP 1160,PHP,"['201820', '201620']",The Global Burden of Mental Illness: A Public Health Approach,[],[]
PHP 1530,PHP,"['201820', '201720', '201620']","Case Studies in Public Health: The Role of Governments, Communities and Professions",[],[]
PHP 1900H,PHP,['201820'],"Racial/Ethnic, Socioeconomic-, and Other Group-Based Health Disparities in the United States",[],[]
PHP 2070,PHP,"['201820', '201810', '201720', '201710', '201620', '201610']",Public Health/Community Service Internship,[],[]
PHP 2160,PHP,"['201820', '201620']",The Global Burden of Mental Illness: A Public Health Approach,[],[]
PHP 2220C,PHP,"['201820', '201710']",Perinatal Epidemiology: Women and Infants’ Health during Pregnancy in a Global Context,[],[]
PHP 2345,PHP,['201820'],"Affect, Emotion, and Health Behavior",[],[]
PHP 2451,PHP,['201820'],Exchange Scholar Program,[],[]
PHP 0100,PHP,"['201810', '201710', '201610']",First year seminar: Statistics is everywhere,[],[]
PHP 1050,PHP,"['201810', '201720']",Science and Power - The Corruption of Public Health,[],[]
PHP 2220H,PHP,"['201810', '201710']","The Epidemiology, Treatment and Prevention of HIV",[],[]
PHP 2436,PHP,"['201810', '201610']",Conflicting Priorities? Prescription Profits + the Public’s Health,[],[]
PHP 1500,PHP,"['201720', '201620']",Global Health Nutrition,[],[]
PHP 2570,PHP,['201720'],Health Data Science Case Studies,[],[]
PHP 1740,PHP,"['201710', '201610']",Principles of Health Behavior and Health Promotion Interventions,[],[]
PHP 2118,PHP,['201710'],Genomics Epidemiology,[],[]
PHP 1680K,PHP,['201620'],Introduction to Conducting Clinical Research,[],[]
PHP 2019,PHP,['201620'],Measurement Issues in Health Care,[],[]
PHP 2350,PHP,['201620'],Economics of Medical Therapies: Health Policy and Practice,[],[]
PHP 2430,PHP,['201620'],Analysis of Population Based Datasets,[],[]
PHP 2025,PHP,['201610'],Ethics of Global Public Health Engagement,[],[]
PHP 2425,PHP,['201610'],Doing Public Health: Getting It Done in the Real World,[],[]
NEUR 0010,NEUR,"['202110', '202100', '202010', '202000', '201910', '201810', '201800', '201710', '201700', '201610']",The Brain: An Introduction to Neuroscience,[],[]
NEUR 1030,NEUR,"['202110', '202010', '201910', '201810', '201710', '201610']",Neural Systems,[],[]
NEUR 1440,NEUR,"['202110', '202010', '201910', '201820', '201720', '201620', '201610']",Mechanisms and Meaning of Neural Dynamics,[],[]
NEUR 1680,NEUR,"['202110', '201910']",Computational Neuroscience,[],[]
NEUR 1740,NEUR,"['202110', '201920', '201820', '201720']",The Diseased Brain: Mechanisms of Neurological and Psychiatric Disorders,[],[]
NEUR 1930N,NEUR,"['202110', '202010', '201910', '201810', '201710', '201610']",Region of Interest: Amygdala,[],[]
NEUR 2010,NEUR,"['202110', '202010', '201910', '201810', '201710', '201610']",Graduate Proseminar in Neuroscience,[],[]
NEUR 2030,NEUR,"['202110', '202010', '201910', '201810', '201710', '201610']",Advanced Molecular and Cellular Neurobiology I,[],[]
NEUR 2050,NEUR,"['202110', '202010', '201910', '201810', '201710', '201610']",Advanced Systems Neuroscience,[],[]
NEUR 2110,NEUR,"['202110', '202010', '201810', '201710']",Statistical Neuroscience,[],[]
NEUR 2970,NEUR,"['202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Preliminary Examination Preparation,[],[]
NEUR 2990,NEUR,"['202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Thesis Preparation,[],[]
NEUR 1020,NEUR,"['202020', '201920', '201820', '201720', '201620']",Principles of Neurobiology,[],[]
NEUR 1040,NEUR,"['202020', '201920', '201820', '201620']",Introduction to Neurogenetics,[],[]
NEUR 1540,NEUR,"['202020', '201920', '201720', '201620']",Neurobiology of Learning and Memory,[],[]
NEUR 1560,NEUR,"['202020', '201920', '201820', '201620']",Developmental Neurobiology,[],[]
NEUR 1600,NEUR,"['202020', '201920', '201900', '201820', '201800', '201720', '201700', '201620']",Experimental Neurobiology,[],[]
NEUR 1660,NEUR,"['202020', '201920']",Neural Computation in Learning and Decision-Making,[],[]
NEUR 1930I,NEUR,"['202020', '201920', '201820', '201720']",Neural Correlates of Consciousness,[],[]
NEUR 1930J,NEUR,"['202020', '201920']",C2S Neurotech: From Concept to Startup- Translating Neurotechnology,[],[]
NEUR 1930L,NEUR,"['202020', '201920']",Neurobiology of Love,[],[]
NEUR 2020,NEUR,"['202020', '201920', '201820', '201720', '201620']",Graduate Proseminar in Neuroscience,[],[]
NEUR 2040,NEUR,"['202020', '201920', '201820', '201720', '201620']",Advanced Molecular and Cellular Neurobiology II,[],[]
NEUR 2060,NEUR,"['202020', '201920', '201820', '201720', '201620']",Advanced Systems Neuroscience,[],[]
NEUR 1530,NEUR,['202010'],Communication In the Brain: What We Know and How We Know It,[],[]
NEUR 1630,NEUR,"['202010', '201910']",Big Data Neuroscience Lab,[],[]
NEUR 1650,NEUR,"['202010', '201910', '201810', '201710']",Structure of the Nervous System,[],[]
NEUR 0650,NEUR,"['201920', '201820', '201720', '201620']",Biology of Hearing,[],[]
NEUR 1940B,NEUR,"['201920', '201720', '201620']",Deep Learning in Neuroethology,[],[]
NEUR 1930G,NEUR,"['201910', '201710']","Disease, Mechanism, Therapy: Harnessing Basic Biology for Therapeutic Development",[],[]
NEUR 0700,NEUR,"['201820', '201720', '201620']",Psychoactive Drugs and Society,[],[]
NEUR 2160,NEUR,"['201820', '201620']",Neurochemistry and Behavior,[],[]
NEUR 0680,NEUR,"['201810', '201720', '201620']",Introduction to Computational Neuroscience,[],[]
NEUR 1670,NEUR,"['201810', '201710', '201610']",Neuropharmacology and Synaptic Transmission,[],[]
NEUR 1930Z,NEUR,['201810'],Cells and Circuits of the Nervous System,[],[]
NEUR 1940G,NEUR,['201720'],Drugs and the Brain,[],[]
NEUR 1940I,NEUR,['201620'],Neural Correlates of Consciousness,[],[]
NEUR 1930H,NEUR,['201610'],Neurological Disorders: Neural Dynamics + Neurotechnologies,[],[]
ARTS 1100,ARTS,['202110'],"Anti-Social Reproduction: Art, Activism and the Question of Reproductive Labor (MCM 1701S)",[],[]
ARTS 1400,ARTS,['202110'],"Radical Outsiders:Performance Arts Acts of Activism,Communion,Rebellion,Humor,Meditation(VISA 1400)",[],[]
ARTS 2221,ARTS,['202110'],"Accessioning, Archiving, and Antiracism: Critical and Creative Approaches (AMST 2221A)",[],[]
ARTS 1020,ARTS,['202100'],Ecopoetics in Practice (LITR 1150A),[],[]
ARTS 1210,ARTS,['202100'],Mapping Music in Providence (MUSC 0202U),[],[]
ARTS 1010,ARTS,['202020'],Script to Screen (LITR 1110T),[],[]
ARTS 1000,ARTS,"['202010', '201910']",The Arts Workshop: I'm So Alone-Art of Surveilled Bodies Amidst a Global Epidemiological Cluster#@%$,[],[]
ARTS 1700,ARTS,['202010'],Introduction to iPhone/iPad Moviemaking Using 3-D and 360 VR Comparisons (HMAN 1971S),[],[]
ARTS 1310,ARTS,['201920'],Making the 21st Century Musical (TAPS 1251A),[],[]
ARTS 1200,ARTS,"['201910', '201810']",Reality Remix - Experimental VR,[],[]
ARTS 1300,ARTS,['201820'],Perception/The Performativity of Neurology (TAPS 1280D),[],[]
BEO 1930A,BEO,"['202110', '202010', '201910', '201810', '201710', '201610']",BEO Capstone I: Organizational Studies Track,[],[]
BEO 1930B,BEO,"['202110', '202010', '201910', '201810', '201710', '201610']",BEO Capstone I: Entrepreneurship and Technology Management Track,[],[]
BEO 1930C,BEO,"['202110', '202010', '201910', '201810', '201710', '201610']",BEO Capstone I: Business Economics Track,[],[]
BEO 1940A,BEO,"['202020', '201920', '201820', '201720', '201620']",BEO Capstone II: Organizational Studies Track,[],[]
BEO 1940B,BEO,"['202020', '201920', '201820', '201720', '201620']",BEO Capstone II: Entrepreneurship and Technology Management Track,[],[]
CHEM 0100,CHEM,"['202110', '202020', '202010', '201910', '201810', '201710', '201610']",Introductory Chemistry,[],[]
CHEM 0330,CHEM,"['202110', '202100', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']","Equilibrium, Rate, and Structure",[],[]
CHEM 0330L,CHEM,"['202110', '202100', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']","Equilibrium, Rate, and Structure Lab",[],[]
CHEM 0360,CHEM,"['202110', '202010', '201910', '201810', '201710', '201610']",Organic Chemistry,[],[]
CHEM 0360L,CHEM,"['202110', '202010', '201910', '201810', '201710', '201610']",Organic Chemistry Lab,[],[]
CHEM 0999,CHEM,"['202110', '201910']",Chemistry and Art,[],[]
CHEM 1060,CHEM,"['202110', '202010', '201910', '201810', '201710', '201610']",Advanced Inorganic Chemistry,[],[]
CHEM 1140,CHEM,"['202110', '202010', '201910', '201810', '201710', '201610']",Physical Chemistry: Quantum Chemistry,[],[]
CHEM 1240,CHEM,"['202110', '202010', '201910', '201820', '201720', '201620']",Biochemistry,[],[]
CHEM 1560N,CHEM,"['202110', '202010', '201910', '201810', '201710']",Organometallic Chemistry,[],[]
CHEM 1700,CHEM,"['202110', '202010', '201910', '201810', '201710', '201610']",Nanoscale Materials:  Synthesis and Applications,[],[]
CHEM 2010,CHEM,"['202110', '202010', '201910', '201810', '201710', '201610']",Advanced Thermodynamics,[],[]
CHEM 2310,CHEM,"['202110', '202010', '201910', '201810', '201710', '201610']",Organometallic Chemistry,[],[]
CHEM 2410,CHEM,"['202110', '202010', '201910', '201810', '201710', '201610']",Organic Mechanisms,[],[]
CHEM 2420,CHEM,"['202110', '202010', '201910', '201810', '201710', '201610']",Organic Reactions,[],[]
CHEM 2770,CHEM,"['202110', '202010', '201910', '201810', '201710', '201610']",Quantum Mechanics,[],[]
CHEM 2870,CHEM,"['202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201610']",Departmental Colloquia,[],[]
CHEM 2970,CHEM,"['202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Preliminary Examination Preparation,[],[]
CHEM 2990,CHEM,"['202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Thesis Preparation,[],[]
CHEM 0080B,CHEM,"['202100', '201910']",Molecular Structures in Chemistry and Biology,[],[]
CHEM 0350,CHEM,"['202100', '202020', '202000', '201920', '201820', '201720', '201700', '201620']",Organic Chemistry,[],[]
CHEM 0350L,CHEM,"['202100', '202020', '202000', '201920', '201820', '201720', '201700', '201620']",Organic Chemistry Lab,[],[]
CHEM 0080G,CHEM,['202020'],Chemistry in Movies,[],[]
CHEM 0500,CHEM,"['202020', '201920', '201820', '201720', '201620']",Inorganic Chemistry,[],[]
CHEM 1150,CHEM,"['202020', '201920', '201820', '201720', '201620']",Physical Chemistry: Thermodynamics and Statistical Mechanics,[],[]
CHEM 1160,CHEM,"['202020', '201920', '201820', '201720', '201620']",Physical Chemistry Laboratory,[],[]
CHEM 1230,CHEM,"['202020', '201920', '201810', '201710', '201610']",Chemical Biology,[],[]
CHEM 1450,CHEM,"['202020', '201920', '201820', '201720', '201620']",Advanced Organic Chemistry,[],[]
CHEM 1560G,CHEM,"['202020', '201920', '201620']",Nuclear Magnetic Resonance,[],[]
CHEM 1560J,CHEM,"['202020', '201920', '201720', '201620']",Topics in Bioinorganic Chemistry,[],[]
CHEM 2020,CHEM,"['202020', '201920', '201820', '201720', '201620']",Statistical Mechanics,[],[]
CHEM 2320,CHEM,"['202020', '201820', '201720', '201620']",Solid State Chemistry,[],[]
CHEM 2430,CHEM,"['202020', '201920', '201820', '201720', '201620']",Synthetic Organic Chemistry,[],[]
CHEM 2780,CHEM,"['202020', '201920', '201820', '201720', '201620']",Quantum Mechanics,[],[]
CHEM 0332,CHEM,"['201920', '201820', '201720', '201620']","Equilibrium, Rate and Structure - Tutorial",[],[]
CHEM 0910,CHEM,['201920'],The Language of Chemistry,[],[]
CHEM 1560P,CHEM,"['201820', '201720']",Applications of Modern Physical Methods in Synthesis,[],[]
CHEM 1620B,CHEM,"['201820', '201710']",Spectroscopy,[],[]
CHEM 0080A,CHEM,"['201810', '201720']",First Year Seminar- Energy,[],[]
CHEM 0090,CHEM,"['201720', '201610']",Kitchen Chemistry,[],[]
CHEM 0008E,CHEM,['201710'],Exploration of the Chemistry of Renewable Energy,[],[]
CHEM 1620A,CHEM,['201710'],Photoacoustics,[],[]
CHEM 0400,CHEM,['201620'],Biophysical and Bioinorganic Chemistry,[],[]
CHEM 2880,CHEM,['201620'],Departmental Colloquia,[],[]
CHEM 0080E,CHEM,['201610'],Exploration of the Chemistry of Renewable Energy,[],[]
CHIN 0100,CHIN,"['202110', '202020', '202010', '201910', '201810', '201710', '201610']",Basic Chinese,[],[]
CHIN 0300,CHIN,"['202110', '202020', '202010', '201910', '201810', '201710', '201610']",Intermediate Chinese,[],[]
CHIN 0350,CHIN,"['202110', '202010', '201910', '201810', '201710', '201620']",Elementary to Intermediate Chinese for Advanced Beginners,[],[]
CHIN 0500,CHIN,"['202110', '202010', '201910', '201810', '201710', '201610']",Advanced Modern Chinese I,[],[]
CHIN 0700,CHIN,"['202110', '202010', '201910', '201810', '201710', '201610']",Advanced Modern Chinese II,[],[]
CHIN 0913,CHIN,['202110'],"Life, Trends, and History of Modern China",[],[]
CHIN 1040,CHIN,"['202110', '202010', '201910', '201810', '201710', '201610']",Modern Chinese Literature,[],[]
CHIN 0200,CHIN,"['202100', '202020', '201920', '201820', '201720', '201620']",Basic Chinese,[],[]
CHIN 0400,CHIN,"['202100', '202020', '201920', '201820', '201720', '201620']",Intermediate Chinese,[],[]
CHIN 0450,CHIN,"['202020', '201920', '201820', '201720']",Advanced Chinese for Heritage Learners,[],[]
CHIN 0600,CHIN,"['202020', '201920', '201820', '201720', '201620']",Advanced Modern Chinese I,[],[]
CHIN 0800,CHIN,"['202020', '201920', '201820', '201720', '201620']",Advanced Modern Chinese II,[],[]
CHIN 0920H,CHIN,"['202020', '201910']",Chinese Language and Culture,[],[]
CHIN 1010,CHIN,"['202020', '201810']","Stories from the Chinese Empire: Scholars, Demons and Swindlers",[],[]
CHIN 0920D,CHIN,"['202010', '201620']",Business Chinese,[],[]
CHIN 0920E,CHIN,"['201920', '201610']",Two Sides of the Coin: Advanced Chinese Conversation,[],[]
CHIN 0910C,CHIN,['201820'],Introduction to Modern Chinese Prose,[],[]
CHIN 0920B,CHIN,['201820'],Classical Chinese,[],[]
