code,subject,terms,name,prereqs,postreqs
GRMN 1200I,GRMN,['201910'],Show Trials: The Aesthetics of Law in Literature and Film,[],[]
GRMN 1440S,GRMN,"['201910', '201710']",Grimms' Fairy Tales,[],[]
GRMN 1441G,GRMN,['201910'],Städtebilder,[],[]
GRMN 1661K,GRMN,['201910'],Gesellschaftskritik im deutschen Gegenwartskrimi,[],[]
GRMN 2661R,GRMN,['201910'],Poetry and Politics,[],[]
GRMN 2661S,GRMN,['201910'],What Was A Medium?,[],[]
GRMN 0750E,GRMN,['201820'],Reading Film: An Introduction to German Cinema,[],[]
GRMN 1320Q,GRMN,['201820'],Filler:  Füllwort Sprache,[],[]
GRMN 1340T,GRMN,['201820'],Thinking of Thinking:  Conscious Phenomena in 20th Century Writing,[],[]
GRMN 1340V,GRMN,['201820'],Mis(s)Education: Feminist Undoings of the Bildungsroman,[],[]
GRMN 1661C,GRMN,['201820'],Troubled Origins: Accounting for Oneself (Nietzsche to Eribon),[],[]
GRMN 1900L,GRMN,['201820'],Deutsche Gegenwartsliteratur und der Literaturbetrieb,[],[]
GRMN 2661N,GRMN,['201820'],Paul Celan and his Readers,[],[]
GRMN 2661O,GRMN,['201820'],"Heidegger and the Arts: Poetry, Painting, Sculpture",[],[]
GRMN 1320I,GRMN,['201810'],What is an Image? German Aesthetics and Art from Lessing to Heidegger,[],[]
GRMN 1320R,GRMN,['201810'],"Musil, Der Mann ohne Eigenschaften",[],[]
GRMN 1440Z,GRMN,['201810'],Gespräche,[],[]
GRMN 1441C,GRMN,['201810'],Introduction to German Romantic Poetry,[],[]
GRMN 1441D,GRMN,['201810'],Hannahh Arendt and Her World (HIST 1965G),[],[]
GRMN 1661G,GRMN,['201810'],The Case of Wagner (MUSC 1640G),[],[]
GRMN 1770,GRMN,['201810'],Introduction to Yiddish Culture and Language (JUDS 1713),[],[]
GRMN 2661M,GRMN,['201810'],"Kästchen, Kisten, Krypten  / Caskets, Cases, Crypts",[],[]
GRMN 2661Q,GRMN,['201810'],Goethe’s Faust,[],[]
GRMN 1200H,GRMN,['201720'],Writers in Exile: Addressing Fascism in America,[],[]
GRMN 1320P,GRMN,['201720'],"Friends and Adjuncts: J. P. Hebel, Kafka, Benjamin, Sebald",[],[]
GRMN 1440V,GRMN,['201720'],Armut / Poverty,[],[]
GRMN 1440W,GRMN,['201720'],The European Novel from Goethe to Proust (COLT 1420),[],[]
GRMN 1440Y,GRMN,['201720'],"Return to Sender: Love, Letters, and Literature",[],[]
GRMN 1441A,GRMN,['201720'],Theater and Revolution (COLT 1411B),[],[]
GRMN 1892,GRMN,['201720'],Kafka and the Philosophers,[],[]
GRMN 1900K,GRMN,['201720'],Bleibende Irritationen: Heinrich Heine und Deutschland,[],[]
GRMN 2340D,GRMN,['201720'],Nietzsche’s Philology,[],[]
GRMN 2661L,GRMN,['201720'],Speaking of Appearances: Phenomenology and Its Fictions,[],[]
GRMN 1320C,GRMN,['201710'],Goethe’s Children,[],[]
GRMN 1320O,GRMN,['201710'],Freudian Inspirations: Psychoanalysis and the Arts,[],[]
GRMN 1440G,GRMN,['201710'],Talking Animals and the Politics of World Literature,[],[]
GRMN 1440U,GRMN,['201710'],Migrantenliteratur,[],[]
GRMN 1440X,GRMN,['201710'],"""Stranger Things: The German Novella""",[],[]
GRMN 1660Q,GRMN,['201710'],Film and the Third Reich,[],[]
GRMN 1800,GRMN,['201710'],Posthumanism and the Ends of Man (COLT 1814Y),[],[]
GRMN 1981A,GRMN,['201710'],Introduction to Yiddish Culture and Language (JUDS 1713),[],[]
GRMN 2661F,GRMN,['201710'],Textual Border Crossings: Translational Literature,[],[]
GRMN 2661K,GRMN,['201710'],"Thinking Tradition: Heidegger, Arendt, Adorno",[],[]
GRMN 0120,GRMN,['201700'],German for Reading,[],[]
GRMN 0900C,GRMN,['201620'],Introduction to German Literature,[],[]
GRMN 0900D,GRMN,['201620'],History of the Holocaust (JUDS 0902),[],[]
GRMN 1440T,GRMN,['201620'],Ding-Gedichte/Thing-Poems,[],[]
GRMN 1891,GRMN,['201620'],"Reflections from Damaged Life: Freud, Adorno, Blanchot, Derrida",[],[]
GRMN 1900J,GRMN,['201620'],Senior Seminar:  Deutsche Gegenwartsliteratur,[],[]
GRMN 2661H,GRMN,['201620'],Lenz-Legenden/Lenz-Legends,[],[]
GRMN 2661I,GRMN,['201620'],German Romanticism,[],[]
GRMN 1200F,GRMN,['201610'],Waiting,[],[]
GRMN 1320M,GRMN,['201610'],Die Literatur der deutschen Romantik,[],[]
GRMN 1320N,GRMN,['201610'],"Children and Childhood in Literature, Philosophy, and Psychoanalysis",[],[]
GRMN 1340R,GRMN,['201610'],Literature and Multilingualism,[],[]
GRMN 1661B,GRMN,['201610'],Music in German Letters,[],[]
GRMN 2661G,GRMN,['201610'],Frankfurt School Critical Theory,[],[]
GRMN 2661J,GRMN,['201610'],"Art, Philosophy, and Truth: A Close Reading of Benjamin's Essay on Goethe's Elective Affinities",[],[]
GREK 0100,GREK,"['202110', '202020', '201910', '201810', '201710', '201610']",Essentials of the Greek Language,[],[]
GREK 0300,GREK,"['202110', '202010', '201910', '201810', '201710', '201610']",Introduction to Greek Literature,[],[]
GREK 1111F,GREK,"['202110', '201910']",The Greek Chorus,[],[]
GREK 1111H,GREK,['202110'],Hellenistic Literature,[],[]
GREK 1111J,GREK,['202110'],Hippocratic Medicine,[],[]
GREK 1140,GREK,"['202110', '201710']",Introduction to Greek Linguistics,[],[]
GREK 2070A,GREK,['202110'],Lucian,[],[]
GREK 2970,GREK,"['202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Preliminary Exam Preparation,[],[]
GREK 2990,GREK,"['202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Thesis Preparation,[],[]
GREK 0200,GREK,"['202100', '201920', '201820', '201720', '201620']",Essentials of the Greek Language,[],[]
GREK 0110,GREK,"['202020', '201920', '201820', '201720', '201620']",Intensive Introduction to Ancient Greek,[],[]
GREK 0400,GREK,"['202020', '201920', '201820', '201720', '201620']",Introduction to Greek Literature,[],[]
GREK 1050A,GREK,['202020'],Aristophanes,[],[]
GREK 1110O,GREK,['202020'],Aristotle: Nichomachean Ethics,[],[]
GREK 1150,GREK,"['202020', '201820', '201620']",Greek Prose Composition,[],[]
GREK 1080,GREK,['202010'],Attic Orators,[],[]
GREK 1810,GREK,"['202010', '201810', '201610']",Greek Literature Survey to 450 BCE,[],[]
GREK 1050C,GREK,['201920'],Sophocles,[],[]
GREK 1100,GREK,"['201920', '201720']",Advanced Homer: The Odyssey,[],[]
GREK 1820,GREK,"['201920', '201710']",Greek Literature Survey after 450 BCE,[],[]
GREK 2020D,GREK,['201920'],Thucydides,[],[]
GREK 2110F,GREK,['201920'],Greek Palaeography and Premodern Book Cultures,[],[]
GREK 1110F,GREK,['201910'],Poetry of Gods and Heroes,[],[]
GREK 1830,GREK,['201910'],Imperial Greek Prose,[],[]
GREK 2110G,GREK,['201910'],Political Trials: Treason and Accountability in Fourth Century Athens,[],[]
GREK 1110B,GREK,['201820'],"Plato, Phaedrus",[],[]
GREK 1110P,GREK,['201820'],Sophocles,[],[]
GREK 1111B,GREK,['201820'],Polybius,[],[]
GREK 2020E,GREK,['201820'],Greek Choral Lyric: Pindar and Bacchylides,[],[]
GREK 1100H,GREK,['201810'],Lyric Poets of Ancient Greece,[],[]
GREK 1110S,GREK,['201810'],Xenophon,[],[]
GREK 2110K,GREK,['201810'],Aristotle's Theology in Metaphysics Lambda,[],[]
GREK 1100G,GREK,['201720'],On the Sublime,[],[]
GREK 1110D,GREK,['201720'],Plato: Symposium,[],[]
GREK 1050G,GREK,['201710'],Greek Drama,[],[]
GREK 1060,GREK,['201710'],Herodotus,[],[]
GREK 2100F,GREK,['201710'],The Twilight of Classical Athens,[],[]
GREK 2150,GREK,['201710'],Plato's Theaetetus,[],[]
GREK 1100E,GREK,['201620'],Greek Literature in Italy and by Italians,[],[]
GREK 1110I,GREK,['201620'],Selections from Greek Authors:  Thucydides,[],[]
GREK 2000A,GREK,['201620'],Aristophanes,[],[]
GREK 1050F,GREK,['201610'],Tragedy of Greeks and Others,[],[]
GREK 1100F,GREK,['201610'],Fiction and Truth in Greek Story-telling,[],[]
GREK 1111E,GREK,['201610'],The Cities of Plato’s Republic: The Cities of Platos Republic,[],[]
GREK 2050C,GREK,['201610'],Ancient Greek Law,[],[]
HCL 2060,HCL,['202110'],Quality Improvement and the Healthcare Learning Organization,[],[]
HCL 2100,HCL,['202110'],Health Law,[],[]
HCL 2110,HCL,['202110'],Epidemiology and Biostatistics for Healthcare,[],[]
HEBR 0100,HEBR,"['202110', '202010', '201910', '201810', '201710']",Elementary Hebrew,[],[]
HEBR 0300,HEBR,"['202110', '202010', '201910', '201810', '201710']",Intermediate Hebrew,[],[]
HEBR 0500,HEBR,"['202110', '202010', '201910', '201810', '201710']",Writing and Speaking Hebrew,[],[]
HEBR 0200,HEBR,"['202020', '201920', '201820', '201720']",Elementary Hebrew,[],[]
HEBR 0400,HEBR,"['202020', '201920', '201820', '201720']",Intermediate Hebrew,[],[]
HEBR 0600,HEBR,"['202020', '201820', '201720']","Issues in Contemporary Israeli Society, Politics, and Culture in Hebrew",[],[]
HNDI 0100,HNDI,"['202110', '202010', '201910', '201810', '201710', '201610']",Beginning Hindi or Urdu,[],[]
HNDI 0300,HNDI,"['202110', '202010', '201910', '201810', '201710', '201610']",Intermediate Hindi-Urdu,[],[]
HNDI 1080,HNDI,"['202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Advanced Hindi-Urdu,[],[]
HNDI 0200,HNDI,"['202020', '201920', '201820', '201720', '201620']",Beginning Hindi or Urdu,[],[]
HNDI 0400,HNDI,"['202020', '201920', '201820', '201720', '201620']",Intermediate Hindi-Urdu,[],[]
HISP 0100,HISP,"['202110', '202010', '201910', '201810', '201710', '201610']",Basic Spanish,[],[]
HISP 0300,HISP,"['202110', '202100', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Intermediate Spanish I,[],[]
HISP 0400,HISP,"['202110', '202020', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Intermediate Spanish II,[],[]
HISP 0490A,HISP,"['202110', '201910', '201810', '201710', '201620', '201610']",Spanish for Health Care Workers,[],[]
HISP 0500,HISP,"['202110', '202100', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Advanced Spanish I,[],[]
HISP 0550,HISP,"['202110', '202020']",Intermediate Spanish for Heritage Speakers,[],[]
HISP 0600,HISP,"['202110', '202100', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Advanced Spanish II,[],[]
HISP 0650,HISP,"['202110', '202100', '202020', '202010']",Advanced Spanish Through Literature & Film,[],[]
HISP 0710B,HISP,"['202110', '201910']",Hispanic Culture Through Cinema,[],[]
HISP 0710E,HISP,"['202110', '201910', '201810']",Introduction to Professional Translation and Interpretation,[],[]
HISP 0740,HISP,"['202110', '201920', '201810', '201710', '201610']",Intensive Survey of Spanish Literature,[],[]
HISP 1330W,HISP,"['202110', '201610']","War, Revolution and the Cult of the Hero in Latin American Culture",[],[]
HISP 1331K,HISP,['202110'],Borges y la Literatura Fantástica,[],[]
HISP 1331M,HISP,['202110'],"Race, Gender, and Sexuality in Hispanophone Caribbean Literature",[],[]
HISP 1331N,HISP,['202110'],Haunting Childhood and Social Justice in Latin America (LACA 1505A),[],[]
HISP 2350H,HISP,"['202110', '201810']",The History of Wonder in Colonial Spanish American Lettres,[],[]
HISP 2520Q,HISP,"['202110', '201820', '201620']","Critical Readings in Cuban, Puerto Rican and Dominican Literature",[],[]
HISP 2620O,HISP,"['202110', '201820']",Authorship and Authoritarianism in Spain and Latin America,[],[]
HISP 2970,HISP,"['202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Preliminary Examination Preparation,[],[]
HISP 2990,HISP,"['202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Thesis Preparation,[],[]
HISP 2990A,HISP,"['202110', '201920']",Learning & Teaching Spanish as a Foreign Language,[],[]
HISP 0110,HISP,"['202100', '201920', '201820', '201710', '201610']",Intensive Basic Spanish,[],[]
HISP 0730,HISP,"['202100', '202010', '201910', '201810', '201710', '201610']",Encounters: Latin America in Its Literature and Culture,[],[]
HISP 1331L,HISP,['202100'],Peasant-Boom-Slum: The Latin American Novel (COLT 1422N),[],[]
HISP 1371P,HISP,['202100'],On Both Sides of the Lens: Latin American Women Filmmakers (GNSS 1070),[],[]
HISP 0200,HISP,"['202020', '201920', '201910', '201820', '201810', '201720', '201620']",Basic Spanish,[],[]
HISP 0750B,HISP,"['202020', '201920', '201820', '201720', '201620']",The Latin American Diaspora in the US,[],[]
HISP 0750G,HISP,"['202020', '201720']",Wildeyed Stories,[],[]
HISP 1331J,HISP,['202020'],Hablan los hijos: A New Generation of Latin American Writers,[],[]
HISP 1371I,HISP,['202020'],From Pancho Villa to Netflix: An Introduction to Mexican Cinema,[],[]
HISP 1371L,HISP,['202020'],Take My Breath Away: A Cultural History of Air in Modern Latin America's Imagination and Literature,[],[]
HISP 1371O,HISP,['202020'],Mexican and Peruvian Modern Narratives,[],[]
HISP 2030G,HISP,['202020'],Mester de clerecia,[],[]
HISP 2990B,HISP,['202020'],Proseminar in Hispanic Studies,[],[]
HISP 0710F,HISP,['202010'],Introduction to Literary Translation,[],[]
HISP 1290J,HISP,"['202010', '201820']",Spain on Screen:  80 Years of Spanish Cinema,[],[]
HISP 1331H,HISP,"['202010', '201920']",Latin American Environmental Humanities (LACA 1504G),[],[]
HISP 1371N,HISP,['202010'],LITERATURA Y CULTURA POPULAR EN AMERICA LATINA,[],[]
HISP 2160Q,HISP,"['202010', '201720']",Stage and Page in Early Modern Spain: A Seminar on the Comedia Nueva,[],[]
HISP 2350Y,HISP,['202010'],Escritoras Transatlánticas del XXI,[],[]
HISP 2520L,HISP,"['202010', '201710']",Latin American Existential Literature,[],[]
HISP 0750P,HISP,"['202000', '201810']",Screening Social Justice in the Spanish-Speaking World,[],[]
HISP 0750Q,HISP,"['201920', '201820', '201720']","Health, Illness and Medicine in Spanish and Spanish American Literature and Film",[],[]
HISP 0750T,HISP,"['201920', '201910']",Around Latin America in 80 Days: An Historical and Cultural Journey (LACA 0500),[],[]
HISP 0750U,HISP,['201920'],Re-writing Realities: A Non-Fiction Creative Writing Workshop,[],[]
HISP 1330T,HISP,"['201920', '201710']",El amor en español,[],[]
HISP 1330U,HISP,['201920'],"Hauntings: Gothic Fictions, Banditry and the Supernatural in Latin America",[],[]
HISP 1370Y,HISP,"['201920', '201720']",Literature and Film of the Cuban Revolution,[],[]
HISP 1371F,HISP,['201920'],"Narrating the Borderlands: Literature, Legality, and Solidarity",[],[]
HISP 1371H,HISP,['201920'],Storytelling in the Americas (LACA 1630),[],[]
HISP 1500L,HISP,"['201920', '201720']",Theory and Practice of Translation,[],[]
HISP 1500M,HISP,['201920'],Queer Aesthetics and Intimacies en español,[],[]
HISP 2030I,HISP,['201920'],Books of Love,[],[]
HISP 2350M,HISP,"['201920', '201720']",Poetics of the Avant-Garde in Latin America,[],[]
HISP 2350P,HISP,"['201920', '201610']",Teoria Literaria: la literatura Transatlantica,[],[]
HISP 2620Q,HISP,['201920'],Gender and the Body in Modern Spain,[],[]
HISP 0750O,HISP,"['201910', '201620']",Cultural Studies in Spanish America,[],[]
HISP 0760,HISP,"['201910', '201820', '201720', '201620']",Transatlantic Crossings: Readings in Hispanic Literatures,[],[]
HISP 1210F,HISP,['201910'],History of the Spanish Language,[],[]
HISP 1240A,HISP,['201910'],Fashion and Fiction in the Early Modern Hispanic World,[],[]
HISP 1330Z,HISP,"['201910', '201710']",Tropical Fictions: Geography and Literature in Latin American Culture,[],[]
HISP 1331E,HISP,['201910'],Visions and Voices of Indigenous Mexico,[],[]
HISP 1331G,HISP,['201910'],Latin American Horror (GNSS 1520),[],[]
HISP 2160N,HISP,['201910'],Antiquity and Innovation in the Hispanic Renaissance,[],[]
HISP 2350X,HISP,['201910'],Literatures of Work and the Work of Literature in Latin America,[],[]
HISP 2520I,HISP,"['201910', '201610']",Sor Juana Inés de la Cruz in Her Literary Context,[],[]
HISP 2520R,HISP,['201910'],Radical Borders,[],[]
HISP 0750E,HISP,"['201820', '201710']",Topics in Hispanic Culture and Civilization,[],[]
HISP 1240L,HISP,['201820'],Don Quijote de la Mancha,[],[]
HISP 1331D,HISP,['201820'],Latin America and the Caribbean: Challenges of the Global South (LACA 1620B),[],[]
HISP 1370A,HISP,"['201820', '201720']","""One Hundred Years of Solitude"": Culture and Politcs in Garcia Marquez's Work",[],[]
HISP 1370V,HISP,"['201820', '201620']",Mujeres Malas,[],[]
HISP 1371C,HISP,['201820'],“El gran zoo”: Animals in Latin American Culture,[],[]
HISP 1371D,HISP,['201820'],Latin American Authors Encounter the Sciences (LACA 1504F),[],[]
HISP 1700B,HISP,['201820'],Rhythm and Silence: A Creative Writing Workshop,[],[]
HISP 2030H,HISP,['201820'],Latin in America (LATN 2080F),[],[]
HISP 2350W,HISP,['201820'],The Contemporary Scene,[],[]
HISP 0750R,HISP,['201810'],Mexico: An Introduction to Its History and Culture,[],[]
